o,y,m,lx_kh,lx_th,cld_kh,cld_th,pt_kh,pt_th,dt_kh,dt_th,ln_th,ngay_lv,scc_dt,ds_dt,dvgt_dt,dvgt_b1053,dong_dt,son_cld,dt_lsc,bh_lsc,ds_lsc,dt_son,son_dt,gv_son,cvdv,scc_n,b_n,p_n,hs_cvdv_m,hs_scc_m,hs_b_m,hs_p_m,lx_nt,dt_nt,cld_nt,pt_nt,csi_n,csi_kg,csi_td,csi_cvdv,csi_tt,csi_clsc,csi_grx,csi_ov
QBF,2024,10,538,493,657.547,613.041,1707.792,1740.387,2365.339,2392.265,307.518,26,11.174,282.539,66.347,66.347,73.277,218.54,2392.265,676.18,706.141,218.54,218.54,44.119,3,9,3,6,797.4,30.8,24.4,36.4,0,0,0,0,0,,,,,,,
QBF,2024,11,515,540,629.454,683.283,1634.828,1806.86,2264.282,2501.913,393.446,26,15.212,339.46,83.065,83.065,76.436,180.879,2501.913,650.69,599.066,180.879,180.879,37.28,3,9,3,5,834,37.8,25.5,36.2,0,0,0,0,0,,,,,,,
QBF,2024,12,566,664,692.56,729.071,1798.727,2371.447,2491.287,3106.553,391.561,26,16.987,343.646,89.345,89.345,71.469,213.659,3106.553,523.705,345.721,213.659,213.659,41.966,3,9,2,5,1035.5,42.2,35.7,42.7,0,0,0,0,0,,,,,,,
QBF,2025,1,540,552,582.236,621.023,1920.39,2077.052,2507.934,2748.057,294.492,26,16.218,272.955,72.208,72.208,72.35,237.275,2748.057,786.062,458.302,237.275,237.275,42.5,3,9,2,5,916,34.3,36.2,47.5,0,0,0,0,197,0.934,0.93,0.9512,0.8429,0.9545,0.8947,0.9179
QBF,2025,2,378,422,497.77,536.374,1252.399,1424.286,1754.707,1983.645,263.377,26,14.429,240.16,56.7,56.7,55.948,192.123,1983.645,545.083,496.576,192.123,192.123,35.2,3,9,2,5,661.2,28,28,38.4,0,0,0,0,211,0.9194,0.9207,0.9184,0.8333,0.9261,0.8304,0.8914
QBF,2025,3,479,486,574.451,670.33,1547.279,1820.461,2126.967,2503.719,349.201,26,18.053,278.766,78.878,78.878,74.16,233.402,2503.719,439.293,593.123,233.402,233.402,40.742,3,9,3,5,834.6,33.7,24.7,46.7,0,0,0,0,200,0.93,0.9323,0.9412,0.8687,0.9078,0.9134,0.9156
QBF,2025,4,484,512,645.139,712.789,1695.205,1825.904,2346.226,2568.13,374.339,26,20.134,297.559,81.965,81.965,73.454,269.114,2566.126,628.454,594.64,269.114,269.114,47.777,3,9,3,5,855.4,35.2,24.5,53.8,0,0,0,0,203,0.931,0.928,0.9518,0.8976,0.9346,0.8925,0.9226
QBF,2025,5,450,544,602.512,754.249,1660.961,2036.747,2268.965,2790.996,408.926,26,35.148,333.897,80.77,80.77,97.751,206.683,2793,941.904,735.186,206.683,206.683,39.764,3,9,3,6,931,36.3,32.6,34.4,0,0,0,0,188,0.9574,0.9372,0.9331,0.9187,0.9543,0.9042,0.9342
QBF,2025,6,496,579,671.006,698.176,1739.216,2021.372,2416.339,2746.378,375.33,26,16.333,348.156,112.517,112.517,71.31,176.69,2746.378,401.026,437.576,176.69,176.69,39.043,3,9,3,6,915.5,42.3,23.8,29.4,0,0,0,0,165,0.9636,0.9243,0.9519,0.8498,0.9204,0.9293,0.9232
QBF,2025,7,507,595,707.026,897.244,1891.219,2049.586,2604.69,2946.83,500.044,26,25.439,337.075,116.285,116.285,97.624,320.821,2952.241,647.993,751.291,320.821,320.821,61.316,3,8,3,6,984.1,47.5,32.5,53.5,0,0,0,0,230,0.9261,0.9331,0.9,0.8824,0.9016,0.8905,0.9056
QBF,2025,8,487,552,644.456,778.161,1804.08,2039.064,2454.411,2821.225,432.163,26,12.558,343.322,120.692,120.692,90.338,215.25,2821.503,446.319,719.231,215.25,215.25,46.751,3,9,3,6,940.5,44.2,30.1,35.9,0,0,0,0,283,0.9329,0.919,0.9169,0.86,0.9231,0.8831,0.9058
QBF,2025,9,420,567,648.154,720.875,1597.396,2110.535,2251.459,2831.41,391.25,26,10.674,357.668,121.96,121.96,77.541,153.032,2826.942,370.012,424.453,153.032,153.032,31.755,3,9,3,5,942.3,44.5,25.8,30.6,0,0,0,0,257,0.9494,0.9557,0.9609,0.8812,0.9231,0.9158,0.931
QBF,2025,10,501,662,724.21,884.449,1876.95,2447.837,2607.762,3331.786,506.881,26,14.794,432.64,129.23,129.23,79,228.285,3367.805,695.036,681.296,228.285,228.285,47.033,3,9,3,5,1122.6,52,29.5,46,0,0,0,0,308,0.9805,0.9647,0.9767,0.9022,0.9464,0.9213,0.9486
QBF,2025,11,530,674,754.197,976.371,1969.251,2394.936,2730.323,3371.307,577.376,26,43.892,408.809,118.688,118.688,130.014,274.969,3373.145,873.603,908.299,274.969,274.969,49.305,3,9,3,5,1124.4,46.1,43.3,55,0,0,0,0,390,0.9154,0.8969,0.8667,0.778,0.8895,0.8167,0.8605
QBF,2025,12,603,787,790.79,1047.936,2213.568,2970.322,3011.567,4018.258,629.573,26,42.442,499.773,149.844,149.844,99.958,255.918,4023.25,773.886,963.145,255.918,255.918,48.125,4,9,3,5,1005.8,59,33.3,51.2,0,0,0,0,347,0.9366,0.9183,0.9297,0.8325,0.9286,0.8898,0.9059
QBF,2026,1,740.8657,742,920.288,1089.226,2497.298,2926.313,3433.835,4015.539,621.731,26,34.215,438.901,161.74,161.74,113.374,340.995,4092.413,1349.507,1011.425,340.995,340.995,65.922,4,9,3,5,1023.1,60.4,49.7,68,873,3317.208,973.573,2343.636,408,0.9902,0.9867,0.9602,0.8943,0.9459,0.9454,0.9538
QBF,2026,2,439.3001,532,610.001,711.588,1655.302,1893.494,2276.073,2605.082,402.548,26,3.702,311.053,120.257,120.257,66.819,209.756,2605.082,455.654,559.504,209.756,209.756,35.167,3,10,3,5,868.4,38.5,22.3,42,614,2540.568,699.781,1840.787,268,0.9216,0.9258,0.9189,0.8846,0.8921,0.8933,0.9061
QBF,2026,3,639.0973,656,842.568,867.189,2286.398,2402.918,3143.843,3270.107,528.114,26,10.514,409.841,127.02,127.02,87.834,231.98,3275.692,617.604,696.873,231.98,231.98,36.042,3,10,3,6,1091.9,45.9,30.2,38.7,752,3258.965,876.208,2382.757,379,0.9789,0.975,0.9576,0.9224,0.9615,0.9479,0.9572
QBF,2026,4,660,574,851.327,830.856,2310.164,2236.577,3176.522,3066.559,486.664,26,12.463,388.274,137.06,137.06,94.907,197.278,3066.559,470.44,706.925,197.278,197.278,33.725,3,10,3,6,1022.2,46.4,31.6,32.9,688,3218.444,868.719,2349.725,353,0.9207,0.9319,0.9059,0.8806,0.9073,0.9025,0.9082
QBF,2026,5,686.8265,604,883.771,838.562,2398.204,2296.398,3297.579,3134.96,481.904,26,8.06,383.815,146.331,146.331,70.516,229.84,3134.96,686.591,756.784,229.84,229.84,43.989,3,10,3,6,1045,47.2,23.5,38.3,707,3006.193,807.776,2198.417,413,0.8596,0.8676,0.8535,0.826,0.842,0.8329,0.8469
QBF,2026,6,574,507,693.296,817.421,2137.967,2457.47,2843.504,3274.895,764.208,26,34.868,278.125,186.467,186.467,87.842,230.124,3434.783,819.436,952.863,230.124,230.124,34.591,3,10,3,6,1144.9,49.3,29.4,38.4,599,3447.94,851.683,2596.257,352,0.9489,0.9512,0.9219,0.9139,0.9354,0.8995,0.9285
TQT,2021,12,0,318,0,146.445,0,258.534,0,404.979,36.681,26,0,117.925,0,0,4.95,23.571,404.979,40.861,28.521,23.571,23.571,45.748,1,0,0,1,405,63,5,23.6,0,0,0,0,0,,,,,,,
TQT,2022,1,700,600,405,421.795,855,939.71,1260,1363.568,282.033,26,2.4,190.692,0.5,0.5,50.107,180.158,1363.567,297.063,230.266,180.158,180.158,63.888,1,8,2,5,1363.6,17.5,25.1,36,0,0,0,0,0,,,,,,,
TQT,2022,2,500,417,289,300.375,611,643.056,900,943.431,159.815,26,3.99,136.465,5.084,5.084,32.65,122.185,943.431,179.149,154.836,122.185,122.185,39.694,1,8,2,5,943.4,14.9,16.3,24.4,0,0,0,0,0,,,,,,,
TQT,2022,3,756,532,680.4,587.12,1436.4,1076.698,2116.8,1663.818,346.365,26,19.645,214.361,36.874,36.874,54.001,262.24,1663.819,334.153,316.24,262.24,262.24,103.483,2,8,2,5,831.9,23.6,27,52.4,0,0,0,0,0,,,,,,,
TQT,2022,4,728,575,655.2,523.997,1383.2,1247.5,2038.4,1771.497,279.138,26,17.715,241.243,40.562,40.562,49.117,175.36,1773.91,419.813,224.477,175.36,175.36,65.298,2,8,2,5,887,26.2,24.6,35.1,0,0,0,0,0,,,,,,,
TQT,2022,5,700,646,630,677.736,1330,1277.777,1960,1955.513,383.99,26,13.18,262.913,43.066,43.066,70.131,288.445,1953.1,508.843,358.576,288.445,288.445,128.787,2,8,2,5,976.6,27.4,35.1,57.7,0,0,0,0,0,,,,,,,
TQT,2022,6,700,585,630,571.731,1330,1007.802,1960,1579.533,322.357,26,13.857,227.933,34.114,34.114,41.49,254.337,1606.666,399.128,300.192,257.982,257.982,116.877,2,8,2,8,803.3,23.7,21.1,32.2,0,0,0,0,0,,,,,,,
TQT,2022,7,728,617,655.2,639.124,1383.2,1481.908,2038.4,2121.032,365.697,26,28.16,253.462,32.9,32.9,70.149,254.453,2105.671,823.47,320.237,254.453,254.453,121.884,3,8,2,10,701.9,26.5,34.7,25.1,0,0,0,0,0,,,,,,,
TQT,2022,8,680,632,612,619.392,1292,1428.577,1904,2053.239,379.396,26,24.451,247.146,31.66,31.66,52.486,268.919,2054.022,450.232,321.405,268.919,268.919,143.095,3,9,2,8,684.7,20.6,26.2,33.6,0,0,0,0,0,,,,,,,
TQT,2022,9,806,587,725.4,695.035,1531.4,1575.848,2256.8,2295.036,436.093,26,15.68,247.68,35.813,35.813,84.076,335.941,2308.587,636.774,420.017,335.941,335.941,121.508,3,9,2,7,769.5,20.5,42,48,0,0,0,0,0,,,,,,,
TQT,2022,10,832,680,775.543,716.744,1637.257,1344.568,2412.8,2068.468,457.437,26,18.945,357.899,45.198,45.198,58.93,242.928,2068.472,749.2,301.858,242.928,242.928,120.077,3,9,2,8,689.5,27.2,29.5,30.4,0,0,0,0,0,,,,,,,
TQT,2022,11,858,639,827.357,755.151,1746.643,1472.382,2574,2248.643,446.391,26,32.212,280.794,41.903,41.903,59.046,362.305,2254.806,1071.908,421.351,362.305,362.305,164.941,3,9,2,8,751.6,21.6,29.5,45.3,0,0,0,0,0,,,,,,,
TQT,2022,12,918,743,846.9,858.089,1787.9,1790.303,2634.8,2653.416,526.344,26,29.527,301.815,41.297,41.297,86.793,403.681,2660.547,810.151,490.474,403.681,403.681,169.884,3,9,2,8,886.8,26.5,43.4,50.5,0,0,0,0,0,,,,,,,
TQT,2023,1,532,687,491.389,577.308,1046.9,1089.04,1542.8,1671.055,278.565,26,17.45,197.271,55.128,55.128,57.664,254.501,1671.522,559.698,312.166,254.501,254.501,120.091,3,9,2,8,557.2,24.6,28.8,31.8,0,0,0,0,0,,,,,,,
TQT,2023,2,690,647,637.327,685.068,1357.821,1354.354,2001,2043.584,379.95,26,13.4,210.322,71.916,71.916,74.309,319.282,2046.775,638.566,393.591,319.282,319.282,134.282,3,9,2,5,682.3,26,37.2,63.9,0,0,0,0,0,,,,,,,
TQT,2023,3,783,603,741.926,740.937,1521.962,1524.817,2270.7,2280.088,391.208,26,26.73,225.184,58.683,58.683,72.845,371.828,2286.727,740.406,444.673,371.828,371.828,155.866,4,9,2,6,571.7,24.3,36.4,62,0,0,0,0,0,,,,,,,
TQT,2023,4,694,606,759.668,603.58,1558.357,1815.203,2325,2432.143,313.496,26,26.907,199.208,45.713,45.713,61.224,283.887,2432.253,611.888,345.112,283.887,283.887,127.066,4,9,2,9,608.1,22.9,30.6,31.5,0,0,0,0,0,,,,,,,
TQT,2023,5,706,617,784.304,623.339,1608.895,1333.845,2400.4,1998.929,305.991,26,15.135,205.646,51.74,51.74,64.03,328.532,2002.832,588.078,392.562,328.532,328.532,149.784,5,9,4,9,400.6,23.9,16,36.5,0,0,0,0,0,,,,,,,
TQT,2023,6,749,599,758.655,641.616,1556.28,1296.064,2321.9,1962.198,315.071,26,21.685,190.997,64.952,64.952,62.388,326.111,1979.261,530.308,389.355,326.966,326.966,170.396,5,9,4,9,395.9,25.5,15.6,36.3,0,0,0,0,0,,,,,,,
TQT,2023,7,792,679,802.21,675.797,1645.625,1435.589,2455.2,2127.368,345.294,26,9.69,222.186,74.751,74.751,64.81,320.341,2128.766,427.219,385.151,320.341,320.341,156.137,5,9,4,8,425.8,40.6,16.2,40,0,0,0,0,0,,,,,,,
TQT,2023,8,762,621,767.837,629.024,1575.114,1895.834,2350,2547.267,319.673,26,14.825,207.172,62.469,62.469,65.511,301.456,2547.267,987.714,366.967,301.456,301.456,144.893,5,9,4,8,509.5,45,16.4,37.7,0,0,0,0,0,,,,,,,
TQT,2023,9,698,563,683.149,490.27,1474.379,1451.94,2163.8,1957.763,223.55,26,8.445,198.007,60.552,60.552,44.482,194.337,1957.763,383.693,238.819,194.337,194.337,86.139,5,9,4,8,391.6,24.7,11.1,24.3,0,0,0,0,0,,,,,,,
TQT,2023,10,758,599,717.941,587.526,1549.467,1279.544,2274,1887.996,339.904,26,22.073,201.914,74.386,74.386,54.567,255.512,1887.34,521.875,421.034,255.512,255.512,104.944,5,9,3,9,377.5,26.3,18.2,28.4,0,0,0,0,0,,,,,,,
TQT,2023,11,767,586,726.466,566.281,1567.865,1353.295,2301,1981.561,254.113,26,17.575,236.509,67.199,67.199,57.086,249.898,1985.556,579.864,562.534,249.898,249.898,119.065,5,9,3,8,397.1,28.5,19,31.2,0,0,0,0,0,,,,,,,
TQT,2023,12,773,752,732.149,773.288,1580.129,1750.846,2319,2576.681,435.802,26,23.183,293.96,73.379,73.379,80.534,354.779,2576.68,724.433,991.057,354.779,354.779,135.807,4,10,3,8,644.2,28.1,26.8,44.3,0,0,0,0,0,,,,,,,
TQT,2024,1,829,812,694.343,754.034,1602.458,1544.826,2321.2,2337.469,359.477,26,24.48,245.326,94.752,94.752,62.466,365.618,2336.763,703.03,943.274,365.618,365.618,174.506,4,10,3,8,584.2,30.5,20.8,45.7,0,0,0,0,0,,,,,,,
TQT,2024,2,646,595,597.577,538.926,1230.613,1288.088,1849.189,1849.3,212.312,26,10.41,179.039,68.702,68.702,87.476,215.585,1849.299,434.092,777.344,215.585,215.585,90.439,4,10,3,8,462.3,24.1,29.2,26.9,0,0,0,0,0,,,,,,,
TQT,2024,3,775,611,777.217,461.657,1404.948,1159.358,2209.476,1665.551,214.888,26,10.325,209.835,67.235,67.235,33.519,185.279,1667.004,330.839,527.178,185.279,185.279,58.432,4,9,3,8,416.8,26.7,11.2,23.2,0,0,0,0,0,,,,,,,
TQT,2024,4,746,626,684.801,609.908,1446.188,1326.476,2155.052,1947.72,321.369,26,14.96,243.833,70.987,70.987,32.674,258.79,1949.173,404.466,677.736,258.79,258.79,68.29,4,11,3,7,487.3,23.7,10.9,37,0,0,0,0,0,,,,,,,
TQT,2024,5,763,621,726.669,682.945,1453.153,1505.444,2205.357,2218.426,365.353,26,23.15,239.24,111.072,111.072,60.594,278.926,2217.993,642.257,849.054,278.926,278.926,69.5,4,10,4,6,554.5,30.9,15.1,46.5,0,0,0,0,0,,,,,,,
TQT,2024,6,746,619,673.999,645.315,1474.094,1509.965,2171.777,2185.72,340.963,26,12.172,206.214,137.325,137.325,60.915,259.129,2185.224,633.687,837.34,259.129,259.129,66.284,4,10,4,6,546.3,31.4,15.2,43.2,0,0,0,0,0,,,,,,,
TQT,2024,7,770,737,823.114,818.302,1629.259,1491.918,2481.297,2360.444,444.025,26,20.605,283.229,141.918,141.918,83.94,338.833,2360.147,684.408,860.069,338.833,338.833,85.824,4,10,4,7,590,34.6,21,48.4,0,0,0,0,0,,,,,,,
TQT,2024,8,779,673,701.299,723.47,1544.78,1402.34,2270.722,2173.504,372.751,26,10.805,228.98,148.946,148.946,65.003,317.429,2174.37,520.751,732.869,317.429,317.429,80.528,4,10,4,6,543.6,34.6,16.3,52.9,0,0,0,0,0,,,,,,,
TQT,2024,9,714,599,724.138,673.889,1587.975,938.549,2337.559,1620.197,370.816,26,16.875,200.541,111.727,111.727,68.316,284.189,1618.803,390.522,633.742,284.189,284.189,69.432,4,10,4,6,404.7,25,17.1,47.4,0,0,0,0,0,,,,,,,
TQT,2024,10,715,729,741.768,694.376,1522.547,1243.27,2290.381,2015.687,371.199,26,23.495,253.329,109.682,109.682,74.4,311.511,2015.937,588.986,757.037,311.511,311.511,62.904,4,10,3,9,504,28.4,24.8,34.6,0,0,0,0,0,,,,,,,
TQT,2024,11,808,770,836.033,805.016,1636.24,1305.23,2501.651,2144.499,469.215,26,9.695,273.456,107.546,107.546,96.515,352.056,2144.386,587.399,950.185,352.056,352.056,65.15,4,10,3,9,536.1,28.9,32.2,39.1,0,0,0,0,0,,,,,,,
TQT,2024,12,863,871,855.203,1091.269,1786.274,1709.861,2671.529,2849.017,628.945,26,48.44,319.356,143.319,143.319,130.82,497.22,2848.594,853.253,642.33,500.145,500.145,79.37,4,9,3,9,712.1,40,43.6,55.2,0,0,0,0,0,,,,,,,
TQT,2025,1,671,782,610.572,789.719,1372.239,1346.279,2015.386,2183.22,416.812,26,27.575,247.763,128.153,128.153,71.658,361.793,2183.127,788.572,710.982,361.793,361.793,67.934,4,10,3,9,545.8,33.7,23.9,40.2,0,0,0,0,103,1,0.966,0.9653,0.955,0.9059,0.9184,0.9518
TQT,2025,2,474,693,417.581,711.584,1356.487,1498.123,1796.346,2257.224,394.833,26,25.695,215.276,135.66,135.66,87.165,295.305,2257.224,866.868,749.217,295.305,295.305,47.412,4,10,3,8,564.3,33.2,29.1,36.9,0,0,0,0,58,1,0.9549,0.9558,0.9329,0.86,0.8308,0.9224
TQT,2025,3,678,730,620.902,756.659,1503.797,1545.743,2157.825,2397.442,401.8,26,31.402,257.387,118.402,118.402,95.078,349.43,2397.368,919.006,859.814,349.43,349.43,60.659,4,9,3,8,599.3,36.5,31.7,43.7,0,0,0,0,81,1,0.9775,0.9808,0.9503,0.9831,0.9826,0.979
TQT,2025,4,696,709,702.679,807.882,1579.828,1269.887,2319.995,2115.463,445.945,26,29.835,250.864,127.768,127.768,72.722,364.388,2115.715,681.171,658.657,364.388,364.388,67.902,4,9,2,8,528.9,35.9,36.4,45.5,0,0,0,0,54,1,1,0.9968,0.9579,0.983,0.9449,0.9804
TQT,2025,5,692,732,757.687,802.879,1647.964,1688.695,2446.074,2549.527,458.247,26,22.815,288.841,121.541,121.541,88.919,338.716,2549.961,647.811,983.861,338.716,338.716,63.534,4,9,2,8,637.5,35,44.5,42.3,0,0,0,0,109,0.9633,0.9796,0.9829,0.9812,0.9325,0.9613,0.9668
TQT,2025,6,685,846,844.417,940.402,1630.575,1667.249,2520.042,2648.626,549.853,26,23.155,312.531,137.292,137.292,94.916,413.483,2636.039,739.626,899.829,413.483,413.483,76.253,4,9,3,8,659,39,29.7,51.7,0,0,0,0,107,1,0.984,0.9753,0.9618,0.9545,0.9542,0.9716
TQT,2025,7,752.6135,839,875.146,882.622,1528.326,1711.343,2450.161,2633.38,508.947,26,23.975,284.294,132.47,132.47,88.052,393.246,2633.294,935.05,1040.743,393.246,393.246,72.379,4,10,3,8,658.3,32.9,29.4,49.2,0,0,0,0,234,1,0.9637,0.9582,0.9429,0.9653,0.9365,0.9611
TQT,2025,8,737.5836,842,803.721,847.708,1479.933,1530.23,2326.533,2420.631,491.887,26,22.285,299.794,95.66,95.66,96.606,376.057,2425.504,972.052,921.47,376.057,376.057,66.512,4,10,3,8,606.4,28.8,32.2,47,0,0,0,0,333,0.994,0.9959,0.9953,0.9554,0.985,0.9712,0.9828
TQT,2025,9,667.8905,763,772.096,792.728,1367.862,1564.255,2181.15,2397.134,443.301,26,31.005,287.35,104.689,104.689,95.99,313.846,2396.54,633.8,905.91,313.846,313.846,56.029,4,9,3,8,599.1,32.2,32.1,39.2,0,0,0,0,508,0.9882,0.9793,0.9682,0.9647,0.9484,0.9359,0.9641
TQT,2025,10,703.0418,889,830.359,974.492,1452.17,1640.722,2326.83,2666.61,581.067,26,42.767,361.416,115.667,115.667,109.737,396.302,2666.61,715.891,1007.391,396.302,396.302,67.471,4,8,3,8,666.7,43,36.6,49.5,0,0,0,0,583,1,0.992,0.992,0.96,0.9837,0.9513,0.9798
TQT,2025,11,771.0929,952,882.078,1117.092,1530.222,1530.317,2459.36,2677.703,663.99,26,61.569,392.671,115.073,115.073,104.374,473.699,2678.358,1000.184,935.998,473.699,473.699,72.088,4,13,3,9,669.6,29.6,34.8,52.6,0,0,0,0,724,0.9599,0.9551,0.9594,0.9153,0.9367,0.9228,0.9415
TQT,2025,12,817.9403,921,947.221,1084.942,1631.658,2053.4,2629.414,3197.771,640.686,26,49.898,398.395,142.951,142.951,100.878,452.249,3336.392,1020.823,1153.905,457.249,457.249,72.057,4,13,3,9,834.1,34.3,41.7,51.4,0,0,0,0,959,0.9791,0.9771,0.9651,0.9385,0.9538,0.945,0.9598
TQT,2026,1,993.7104,1010,1002.064,1295.107,1811.681,2052.42,2870.139,3390.716,766.582,26,56.225,373.426,173.283,173.283,113.761,621.601,3274.6,1096.172,1298.836,621.601,621.601,99.914,4,12,3,9,818.6,37.4,36.4,68.5,1073,2853.127,1197.847,1655.28,942,0.9894,0.9894,0.9244,0.9229,0.9192,0.9105,0.9426
TQT,2026,2,625.5683,733,726.423,754.511,1313.335,1639.737,2080.639,2469.258,386.51,26,28.079,225.408,140.133,140.133,101.849,334.052,2468.729,884.022,1046.214,334.052,334.052,61.325,4,12,2,9,617.2,27.4,50.9,37.1,912,2632.884,876.557,1756.327,635,0.9906,0.9906,0.9163,0.9284,0.9253,0.9056,0.9428
TQT,2026,3,840.0105,993,973.691,1112.483,1760.384,2212.094,2788.872,3370.754,655.274,26,35.786,384.791,193.735,193.735,109.194,435.154,3370.255,1208.315,1138.133,435.154,435.154,75.745,4,12,2,10,842.6,38.7,54.6,43.5,1001,3137.02,1073.296,2063.724,760,0.9632,0.9632,0.9632,0.9658,0.9681,0.9626,0.9643
TQT,2026,4,807.41,831,937.857,1053.451,1695.599,1928.342,2686.237,3046.352,601.688,26,39.165,341.493,231.199,231.199,113.317,392.836,3045.752,977.639,993.173,392.836,392.836,69.179,4,12,2,10,761.4,37.6,56.7,39.3,950,3359.903,1146.893,2213.009,680,0.9412,0.941,0.941,0.9455,0.9399,0.9339,0.9404
TQT,2026,5,822.0688,879,984.054,1049.208,1779.121,1861.885,2818.556,2969.19,609.265,26,77.535,334.807,210.389,210.389,98.518,386.055,2942.782,860.543,1121.419,386.055,386.055,65.387,4,12,2,9,735.7,39.2,49.3,42.9,926,2624.642,1050.07,1574.571,807,0.9566,0.9566,0.9566,0.9583,0.9564,0.9564,0.9568
TQT,2026,6,792.3437,946,811.59,1039.374,1957.428,1722.505,2814.692,2761.879,971.664,26,29.695,242.299,227.935,227.935,135.865,403.58,2761.999,674.861,1050.047,403.58,403.58,77.921,4,12,2,9,690.5,38.5,67.9,44.8,1107,2764.902,1042.061,1722.841,794,0.971,0.971,0.971,0.9722,0.9709,0.9697,0.971
VIF,2020,1,0,1012,0,1020.01,0,445.135,0,1465.145,150.084,26,34.955,400.213,117.469,117.469,157.771,309.602,4024.408,0,467.373,309.602,309.602,71.417,5,10,5,5,804.9,51.8,31.6,61.9,0,0,0,0,0,,,,,,,
VIF,2020,2,0,818,0,947.919,0,379.342,0,1327.261,509.75,26,19.744,369.683,124.155,124.155,150.645,283.692,4045.381,0,437.137,285.892,285.892,71.981,5,10,5,6,809.1,49.4,30.2,47.6,0,0,0,0,0,,,,,,,
VIF,2020,3,0,1073,0,1036.753,0,490.716,0,1527.469,547.222,26,40.305,412.752,110.65,110.65,166.87,306.176,4103.935,0,470.246,306.176,306.176,65.935,5,10,5,6,820.8,52.3,33.3,50.7,0,0,0,0,0,,,,,,,
VIF,2020,4,0,686,0,654.235,0,312.398,0,966.633,287.742,26,18.878,288.232,75.905,75.905,115.699,155.521,3056.34,0,271.221,155.521,155.521,46.817,5,10,5,6,611.3,36.3,23.1,25.9,0,0,0,0,0,,,,,,,
VIF,2020,5,0,1138,0,1139.098,0,500.702,0,1639.8,640.361,26,29.564,471.541,151.748,151.748,165.586,320.66,4779.576,0,486.246,320.66,320.66,80.904,5,10,5,6,955.9,62.3,33.1,53.4,0,0,0,0,0,,,,,,,
VIF,2020,6,0,1175,0,1226.557,0,567.171,0,1793.728,695.317,26,43.105,496.301,162.572,162.572,176.805,347.775,4840.281,0,524.58,347.775,347.775,85.162,5,11,5,6,968.1,59.9,35.4,58,0,0,0,0,0,,,,,,,
VIF,2020,7,0,1116,0,1222.563,0,518.57,0,1741.133,719.448,26,44.623,484.428,136.56,136.56,192.635,364.316,5267.825,0,556.951,364.316,364.316,94.825,5,11,5,6,1053.6,56.5,38.5,60.7,0,0,0,0,0,,,,,,,
VIF,2020,8,0,1011,0,1076.582,0,463.978,0,1540.56,579.095,26,36.453,453.987,125.948,125.948,149.494,310.701,4737.247,0,460.195,310.701,310.701,86.479,5,11,5,6,947.4,51.4,29.9,51.8,0,0,0,0,0,,,,,,,
VIF,2020,9,1186.256,940,973.308,1199.005,3001.44,3123.64,3979.856,4323.293,748.686,26,22.002,596.4,129.292,129.292,159.196,292.762,4353.872,862.411,455.461,295.623,295.623,0,5,13,5,8,870.8,52.9,32,37,0,0,0,0,0,,,,,,,
VIF,2020,10,1231.8813,998,1010.743,1174.295,3121.555,3385.683,4137.603,4575.037,737.658,27,19.97,583.232,110.715,110.715,168.996,306.441,4546.173,937.192,471.935,312.95,312.95,0,5,13,5,8,909.2,49.5,33.7,37.9,0,0,0,0,0,,,,,,,
VIF,2020,11,1231.8813,1089,1010.743,1324.063,3001.44,3940.404,4017.488,5264.467,843.271,25,47.121,683.232,130.77,130.77,152.517,310.423,5263.11,1062.189,462.94,310.423,310.423,0,5,13,5,8,1052.6,58.3,30.5,38.8,0,0,0,0,0,,,,,,,
VIF,2020,12,1231.8813,1247,1010.743,1383.679,3011.498,4177.036,4027.546,5565.316,896.575,27,36.517,698.953,97.335,97.335,202.211,353.264,5565.316,1315.627,556.026,353.264,353.264,0,5,13,5,8,1113.1,55.8,40.6,44.2,0,0,0,0,0,,,,,,,
VIF,2021,1,1248.0438,1215,1136.731,1433.019,3302.699,3979.253,4446.156,5461.625,929.097,25,11.085,728.479,139.863,139.863,208.437,394.508,5461.625,1219.702,602.945,394.508,394.508,0,5,14,5,10,1092.3,57.9,41.7,39.5,0,0,0,0,0,,,,,,,
VIF,2021,2,815.6655,803,742.916,901.953,2158.496,2677.304,2905.808,3641.601,516.967,18,11.542,430.145,109.08,109.08,149.959,263.571,3639.598,944.411,413.53,263.571,263.571,0,5,14,5,10,727.9,36.9,30,26.4,0,0,0,0,0,,,,,,,
VIF,2021,3,1227.2745,1129,1117.814,1404.389,3247.737,3639.906,4372.165,5058.047,931.029,27,23.846,669.001,164.835,164.835,196.037,364.422,5058.047,1146.842,560.459,364.422,364.422,0,5,14,5,10,1011.6,55.4,39.2,36.4,0,0,0,0,0,,,,,,,
VIF,2021,4,1151.7499,1093,1049.026,1269.412,3047.876,3281.027,4103.108,4604.63,805.504,24,22.045,607.837,139.005,139.005,199.139,355.577,4604.631,1020.946,554.716,355.577,355.577,0,5,14,5,10,920.9,50,39.8,35.6,0,0,0,0,0,,,,,,,
VIF,2021,5,1199.8968,913,1092.878,1205.096,3175.288,3373.826,4274.633,4578.922,770.804,25,27.008,526.447,117.995,117.995,192.101,341.546,4578.923,795.597,533.646,341.546,341.546,0,5,14,5,9,915.8,43.6,38.4,37.9,0,0,0,0,0,,,,,,,
