o,y,m,lx_kh,lx_th,cld_kh,cld_th,pt_kh,pt_th,dt_kh,dt_th,ln_th,ngay_lv,scc_dt,ds_dt,dvgt_dt,dvgt_b1053,dong_dt,son_cld,dt_lsc,bh_lsc,ds_lsc,dt_son,son_dt,gv_son,cvdv,scc_n,b_n,p_n,hs_cvdv_m,hs_scc_m,hs_b_m,hs_p_m,lx_nt,dt_nt,cld_nt,pt_nt,csi_n,csi_kg,csi_td,csi_cvdv,csi_tt,csi_clsc,csi_grx,csi_ov
HQB,2022,11,452.8738,372,436.737,472.52,913.238,776.06,1350,1248.58,198.512,26,22.612,147.083,18.84,18.84,44.049,239.935,1246.808,444.516,283.985,239.935,239.935,86.164,4,8,3,6,311.7,14.5,14.7,40,0,0,0,0,0,,,,,,,
HQB,2022,12,520.4427,436,501.898,565.673,1049.494,1071.226,1551.421,1636.899,237.384,26,30.146,144.896,21.475,21.475,73.62,295.537,1633.503,681.919,369.157,295.537,295.537,124.438,4,8,3,6,408.4,15.8,24.5,49.3,0,0,0,0,0,,,,,,,
HQB,2023,1,269.4006,351,301.519,421.774,551.081,581.703,852.6,1003.477,159.033,26,14.254,89.524,14.015,14.015,46.354,257.628,1000.571,406.633,303.982,257.628,257.628,89.184,4,8,3,6,250.1,10.9,15.5,42.9,0,0,0,0,0,,,,,,,
HQB,2023,2,357.3682,340,399.975,405.794,731.025,871.958,1131,1277.752,150.613,26,8.37,94.247,16.66,16.66,61.799,224.718,1275.115,514.517,286.517,224.718,224.718,91.763,4,8,3,6,318.8,12,20.6,37.5,0,0,0,0,0,,,,,,,
HQB,2023,3,409.5041,384,458.326,423.774,837.674,912.419,1296,1336.193,168.1,26,9.68,100.612,21.3,21.3,50.776,241.406,1329.847,318.722,292.182,241.406,241.406,97.213,4,8,3,6,332.5,14,16.9,40.2,0,0,0,0,0,,,,,,,
HQB,2023,4,393.3894,370,440.29,408.748,804.71,736.374,1245,1145.122,164.175,26,20.635,144.149,11.31,11.31,43.478,189.177,1142.579,349.623,232.655,189.177,189.177,89.719,4,8,4,6,285.6,13.9,10.9,31.5,0,0,0,0,0,,,,,,,
HQB,2023,5,422,339,440.255,405.949,804.645,893.28,1244.9,1299.229,148.437,26,24.189,117.42,13.29,13.29,46.723,204.328,1298.656,282.633,251.051,204.328,204.328,82.352,4,8,3,5,324.7,13.5,15.6,40.9,0,0,0,0,0,,,,,,,
HQB,2023,6,455,387,466.637,396.815,852.863,765.272,1319.5,1162.087,162.791,26,16.901,127.653,13.35,13.35,45.081,193.83,1150.482,538.566,238.91,193.83,193.83,88.536,4,8,2,4,287.6,14.6,22.5,48.5,0,0,0,0,0,,,,,,,
HQB,2023,7,441,335,452.279,405.5,826.621,658.22,1278.9,1063.72,153.032,26,18.33,111.397,11.67,11.67,40.689,223.414,1063.56,517.243,264.102,223.414,223.414,94.185,4,8,2,4,265.9,12.6,20.3,55.9,0,0,0,0,0,,,,,,,
HQB,2023,8,433,357,444.074,507.537,811.626,751.962,1255.7,1259.499,207.96,26,20.755,133.649,8.49,8.49,64.191,280.453,1258.291,639.954,344.643,280.453,280.453,114.371,4,8,2,4,314.6,12.6,32.1,70.1,0,0,0,0,0,,,,,,,
HQB,2023,9,417,335,442.745,329.752,807.255,481.102,1250,810.854,102.905,26,10.781,135.728,12.84,12.84,33.161,137.241,810.188,274.267,170.403,137.241,137.241,68.575,4,8,2,4,202.5,12.4,16.6,34.3,0,0,0,0,0,,,,,,,
HQB,2023,10,466,338,478.66,380.38,872.74,422.138,1351.4,802.518,135.759,26,3.5,140.847,12.75,12.75,35.194,188.09,801.908,273.946,243.412,188.09,188.09,83.537,4,8,2,4,200.5,12.5,17.6,47,0,0,0,0,0,,,,,,,
HQB,2023,11,465,422,478.164,535.707,871.836,844.342,1350,1380.049,217.13,26,25.009,196.13,14.83,14.83,53.649,246.089,1378.469,463.109,532.685,246.089,246.089,104.352,4,8,2,4,344.6,17.7,26.8,61.5,0,0,0,0,0,,,,,,,
HQB,2023,12,483,553,496.122,904.385,904.578,880.898,1400.7,1611.302,581.827,26,32.393,250.961,54.555,54.555,64.629,327.865,1609.792,488.163,629.162,327.865,327.865,132.745,5,8,2,5,322,24.8,32.3,65.6,0,0,0,0,0,,,,,,,
HQB,2024,1,438,534,510.425,780.207,838.615,1022.348,1349.04,1793.167,299.577,26,30.097,225.493,62.013,62.013,54.357,398.859,1793.021,553.152,734.363,398.859,398.859,140.587,3,8,1,5,597.7,27.6,54.4,79.8,0,0,0,0,0,,,,,,,
HQB,2024,2,338,301,359.563,364.029,667.975,698.463,1027.538,1062.492,127.419,26,16.79,93.319,39.476,39.476,37.115,177.328,1059.251,340.642,466.172,177.328,177.328,79.421,3,8,1,5,353.1,15.6,37.1,35.5,0,0,0,0,0,,,,,,,
HQB,2024,3,434,492,445.448,481.542,731.859,1115.177,1177.307,1596.719,209.271,26,17.956,217.203,45.61,45.61,33.809,166.964,1590.218,442.025,460.176,166.964,166.964,39.199,3,8,2,5,530.1,22.4,16.9,33.4,0,0,0,0,0,,,,,,,
HQB,2024,4,454,393,523.304,465.921,860.377,842.487,1383.681,1308.408,189.637,26,15.09,176.18,58.312,58.312,39.664,176.675,1299.087,379.839,402.137,176.675,176.675,41.364,3,8,2,5,433,22.6,19.8,35.3,0,0,0,0,0,,,,,,,
HQB,2024,5,467,403,529.011,484.772,983.955,925.407,1512.966,1410.179,226.908,26,2,147.902,69.915,69.915,45.332,219.622,1407.484,313.527,476.037,219.622,219.622,50.788,3,8,2,5,469.2,23.8,22.7,43.9,0,0,0,0,0,,,,,,,
HQB,2024,6,446,431,514.672,501.804,875.21,912.04,1389.882,1413.844,208.155,26,10,183.976,70.07,70.07,37.365,200.393,1409.421,365.041,427.838,200.393,200.393,48.911,2,8,2,5,704.7,25.3,18.7,40.1,0,0,0,0,0,,,,,,,
HQB,2024,7,458,456,565.504,593.588,925.506,1019.497,1491.01,1613.085,266.84,26,10.8,203.674,83.635,83.635,50.912,244.568,1611.461,526.721,637.039,244.568,244.568,59.593,3,8,2,5,537.2,27.5,25.5,48.9,0,0,0,0,0,,,,,,,
HQB,2024,8,518,372,585.706,540.656,1026.465,1255.885,1612.171,1796.541,224.364,26,15.423,144.514,75.84,75.84,58.203,246.676,1792.443,799.056,631.264,246.676,246.676,65.372,3,8,2,5,597.5,26.4,29.1,49.3,0,0,0,0,0,,,,,,,
HQB,2024,9,466,467,534.57,552.035,870.439,927.641,1405.009,1479.676,244.738,26,10.553,190.655,63.555,63.555,47.137,240.135,1474.879,520.837,610.126,240.135,240.135,53.985,3,8,2,5,491.6,23.3,23.6,48,0,0,0,0,0,,,,,,,
HQB,2024,10,495,463,600.646,532.965,990.791,1069.102,1591.437,1602.067,257.259,26,9.158,193.341,58.985,58.985,49.435,222.045,1601.015,445.055,676.292,222.045,222.045,53.277,3,8,3,6,533.7,23,16.5,37,0,0,0,0,0,,,,,,,
HQB,2024,11,517,571,647.229,749.202,1039.676,1126.023,1686.905,1875.225,377.684,26,21.864,283.79,57.655,57.655,76.734,309.159,1878.339,752.908,792.668,309.159,309.159,71.235,3,8,3,6,626.1,26.7,25.6,51.5,0,0,0,0,0,,,,,,,
HQB,2024,12,532,511,710.119,628.573,1123.78,1220.736,1833.899,1849.309,330.252,26,12.975,202.707,44.038,44.038,67.464,301.389,1856.067,563.904,475.772,301.389,301.389,47.981,3,8,3,6,618.7,24,22.5,50.2,0,0,0,0,0,,,,,,,
HQB,2025,1,679,590,614.907,678.968,849.157,872.764,1464.064,1551.732,320.648,26,18.61,210.64,62.773,62.773,65.399,321.547,1553.822,547.935,708.469,321.547,321.547,51.345,3,8,3,6,517.9,26.8,21.8,53.6,0,0,0,0,450,0.9756,0.9756,0.9667,0.9422,0.9645,0.9559,0.9634
HQB,2025,2,385,454,531.157,460.367,855.851,1035.963,1387.008,1496.33,214.975,26,9.78,160.834,50.038,50.038,53.355,186.361,1497.887,365.023,569.364,186.361,186.361,35.79,3,8,3,6,499.3,22.2,17.8,31.1,0,0,0,0,392,0.9898,0.9797,0.9848,0.9578,0.9824,0.9648,0.9766
HQB,2025,3,487,487,416.312,564.399,1114.221,1153.693,1530.533,1718.092,256.888,26,13.246,201.856,49.746,49.746,62.73,236.821,1715.588,463.033,698.509,236.821,236.821,45.095,2,8,3,6,857.8,23.4,20.9,39.5,0,0,0,0,314,0.9904,0.9904,0.9904,0.9594,0.9714,0.9717,0.9789
HQB,2025,4,394,427,515.456,502.308,1000.102,1023.141,1515.558,1525.449,219.61,26,11.088,170.573,58.985,58.985,43.143,218.518,1525.246,552.25,477.016,218.518,218.518,46.452,2,8,3,6,762.6,25.2,14.4,36.4,0,0,0,0,374,0.9679,0.9733,0.9629,0.9247,0.9631,0.9733,0.9609
HQB,2025,5,404,481,507.052,564.764,1096.598,851.975,1603.65,1427.518,255.632,26,11.19,188.071,51.597,51.597,47.475,277.209,1427.802,399.043,494.999,277.209,277.209,55.305,2,8,3,6,713.9,24.4,15.8,46.2,0,0,0,0,402,0.9652,0.9726,0.9703,0.9148,0.9677,0.9534,0.9573
HQB,2025,6,434,507,628.723,602.244,1137.216,1137.946,1765.939,1740.19,308.234,26,4.7,222.968,63.11,63.11,60.724,250.742,1659.466,675.016,744.186,250.742,250.742,46.387,2,8,3,6,829.7,27.2,20.2,41.8,0,0,0,0,401,0.9726,0.9751,0.9751,0.9554,0.9678,0.96,0.9677
HQB,2025,7,502.6581,550,648.568,702.037,1019.638,1128.749,1668.206,1830.786,351.473,26,19.46,260.882,67.49,67.49,60.475,293.729,1800.597,640.675,625.626,293.729,293.729,59.802,2,8,3,6,900.3,31.5,20.2,49,0,0,0,0,438,0.9886,0.9886,0.9841,0.9754,0.9754,0.9775,0.9816
HQB,2025,8,500,501,623.703,627.622,1008.003,1080.442,1631.706,1708.064,303.759,26,10.2,201.163,63.65,63.65,70.116,282.494,1705.004,534.416,808.188,282.494,282.494,55.014,3,8,3,6,568.3,26.7,23.4,47.1,0,0,0,0,472,0.9873,0.9873,0.981,0.9632,0.9793,0.9689,0.9778
HQB,2025,9,475.8161,438,577.81,525.232,960.176,1026.225,1537.986,1551.457,246.048,26,6.583,214.831,68.56,68.56,41.1,194.159,1549.823,398.151,497.62,194.159,194.159,35.748,3,8,3,5,516.6,28.4,13.7,38.8,0,0,0,0,454,0.9758,0.9779,0.9779,0.9371,0.9735,0.9669,0.9682
HQB,2025,10,484.077,536,645.792,659.733,987.174,998.144,1632.966,1657.877,328.194,26,17.391,279.088,66.155,66.155,57.548,239.552,1662.059,571.662,665.85,239.552,239.552,43.744,3,8,3,6,554,31.2,19.2,39.9,0,0,0,0,442,0.9819,0.9819,0.9796,0.9468,0.9619,0.9729,0.9708
HQB,2025,11,531.204,597,688.202,751.697,1053.278,1143.243,1741.48,1894.94,384.833,26,15.897,303.395,83.38,83.38,68.759,280.266,1897.581,637.984,667.92,280.266,280.266,50.28,3,7,2,6,632.5,42.7,34.4,46.7,0,0,0,0,553,0.9711,0.9711,0.9676,0.9556,0.9635,0.9514,0.9634
HQB,2025,12,574.9365,663,727.894,857.685,1139.556,1388.669,1867.45,2246.354,472.06,26,6.96,325.973,88.519,88.519,77.842,358.39,2246.025,796.372,893.672,358.39,358.39,63.893,3,7,2,6,748.7,42.8,38.9,59.7,0,0,0,0,618,0.9903,0.9903,0.9903,0.9627,0.9795,0.9873,0.9834
HQB,2026,1,642.8797,661,611.674,943.035,1027.489,1333.467,1640.156,2276.502,479.089,26,7.268,278.766,95.415,95.415,87.401,474.184,2277.456,806.344,847.051,474.184,474.184,82.535,3,7,2,6,759.2,45.8,43.7,79,765,2147.068,918.57,1228.499,741,0.9811,0.9811,0.9758,0.9749,0.9777,0.9777,0.978
HQB,2026,2,397.3477,483,582.776,553.282,978.946,1184.366,1562.668,1737.648,251.957,26,5.568,186.939,74.75,74.75,51.9,234.125,1733.711,526.977,593.011,234.125,234.125,40.758,3,7,2,6,577.9,34.6,26,39,537,1786.412,566.73,1219.682,518,0.9807,0.9903,0.9864,0.979,0.9866,0.9904,0.9856
HQB,2026,3,546.5716,551,651.578,669.664,1094.52,1238.47,1747.155,1908.134,341.879,26,9.72,255.183,81.95,81.95,60.423,262.388,1906.875,394.161,602.235,262.388,262.388,46.532,3,7,2,6,635.6,41.1,30.2,43.7,643,1851.986,666.571,1185.415,562,0.9964,0.9964,0.9964,0.9773,0.9859,0.9965,0.9915
HQB,2026,4,477.9806,510,725.54,703.269,1218.762,1173.051,1945.48,1876.32,348.766,26,15.842,268.143,57.52,57.52,64.292,297.472,1874.885,481.302,562.967,297.472,297.472,52.2,3,8,2,6,625,32.1,32.1,49.6,584,1778.952,697.621,1081.331,511,0.9922,0.9902,0.9902,0.9825,0.9807,0.9902,0.9877
HQB,2026,5,536.4943,534,693.483,644.843,1164.912,886.439,1859.521,1531.282,308.231,26,12.38,219.458,67.812,67.812,60.734,284.458,1531.397,500.184,564.689,284.458,284.458,58.897,3,8,2,6,510.5,29.9,30.4,47.4,606,1431.514,639.937,791.577,557,0.9946,0.9946,0.9946,0.9788,0.9946,0.9911,0.9914
HQB,2026,6,520.9391,548,521.196,587.089,1183.565,967.248,1705.607,1554.337,544.216,26,9.505,187.567,65.075,65.075,59.262,265.68,1555.682,395.323,606.032,265.68,265.68,48.395,3,8,2,6,518.6,30.2,29.6,44.3,612,1562.345,595.55,966.795,423,0.9953,0.9953,0.9953,0.9837,0.9814,0.9953,0.991
HSL,2021,12,0,0,0,0,0,0,0,0,-83.836,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
HSL,2022,1,233,287,199.157,228.816,379.787,218.38,578.944,447.196,50.841,14,0.6,60.417,0.34,0.34,34.298,133.161,447.196,257.63,167.459,133.161,133.161,70.754,2,12,5,3,223.6,3.9,6.9,44.4,0,0,0,0,0,,,,,,,
HSL,2022,2,337,204,288.051,175.724,549.306,272.072,837.357,447.796,20.617,19,1.568,49.357,0.74,0.74,36.549,87.51,447.795,195.622,124.059,87.51,87.51,40.726,2,12,5,3,223.9,3.9,7.3,29.2,0,0,0,0,0,,,,,,,
HSL,2022,3,510,248,435.922,257.678,831.293,194.509,1267.215,452.187,85.91,27,3.954,85.126,8.087,8.087,25.173,135.339,452.173,226.625,160.511,135.339,135.339,67.106,2,10,5,5,226.1,5.7,5,27.1,0,0,0,0,0,,,,,,,
HSL,2022,4,321,365,274.375,345.641,525.625,263.176,800,608.817,138.136,25,3.44,131.707,15.98,15.98,41.266,153.249,608.807,273.401,194.505,153.239,153.239,71.388,2,10,5,6,304.4,8,8.3,25.5,0,0,0,0,0,,,,,,,
HSL,2022,5,321,424,274.375,446.977,525.625,444.38,800,891.357,177.312,26,16.076,152.496,10.68,10.68,61.755,205.969,891.357,422.561,268.534,206.779,206.779,74.133,2,10,5,6,445.7,8.1,12.4,34.5,0,0,0,0,0,,,,,,,
HSL,2022,6,340,279,290.615,301.216,559.385,344.051,850,645.267,43.01,26,6.21,73.907,9.33,9.33,45.827,165.942,645.267,367.608,211.769,165.942,165.942,76.395,2,9,5,6,322.6,7.2,9.2,27.7,0,0,0,0,0,,,,,,,
HSL,2022,7,400,283,341.9,349.784,658.1,553.858,1000,905.952,139.394,26,6.88,111.065,8.43,8.43,56.026,169.692,905.952,318.872,225.718,169.692,169.692,77.981,2,9,5,5,453,8.9,11.2,33.9,0,0,0,0,0,,,,,,,
HSL,2022,8,400,284,341.9,362.245,658.1,846.085,1000,1240.87,109.139,26,13.503,89.2,10.831,10.831,63.297,217.954,1240.87,787.021,281.251,217.954,217.954,96.394,2,9,5,5,620.4,9,12.7,43.6,0,0,0,0,0,,,,,,,
HSL,2022,9,400,281,341.9,348.59,708.1,657.675,1050,1077.142,109.028,25,11.701,116.021,12.535,12.535,71.693,207.516,1075.419,509.287,279.209,207.516,207.516,89.285,2,9,5,5,537.7,9.1,14.3,41.5,0,0,0,0,0,,,,,,,
HSL,2022,10,250.05,312,343.921,344.347,606.731,525.701,950.652,901.903,82.829,26,12.325,124.869,11.123,11.123,47.417,180.467,902.108,525.494,227.884,180.467,180.467,74.112,2,9,4,5,451.1,7.8,11.9,36.1,0,0,0,0,0,,,,,,,
HSL,2022,11,270,302,371.36,333.597,655.138,346.19,1026.498,712.833,88.774,26,11.29,109.276,23.899,23.899,46.487,175.69,712.628,333.226,222.178,175.69,175.69,78.183,2,9,4,5,356.3,8.5,11.6,35.1,0,0,0,0,0,,,,,,,
HSL,2022,12,300,532,412.622,506.414,727.931,503.553,1140.553,1046.81,236.518,27,7.5,186.521,25.718,25.718,53.251,270.267,1046.81,359.953,323.518,270.267,270.267,98.566,2,9,4,5,523.4,14.1,13.3,54.1,0,0,0,0,0,,,,,,,
HSL,2023,1,197,386,380.425,363.743,344,465.587,743,847.989,49.181,19,10.058,129.109,5.55,5.55,43.035,194.65,847.989,248.524,237.685,194.65,194.65,83.156,2,9,4,5,424,10.7,10.8,38.9,0,0,0,0,0,,,,,,,
HSL,2023,2,355,297,442.307,332.231,436.097,701.839,900,1081.72,77.042,24,9.909,96.98,12.575,12.575,58.291,202.126,1082.662,638.815,260.417,202.126,202.126,80.885,2,9,4,4,541.3,9.9,14.6,50.5,0,0,0,0,0,,,,,,,
HSL,2023,3,306,300,381.256,373.55,584.799,501.306,984.67,891.907,124.583,27,9.99,100.917,41.17,41.17,48.225,190.3,890.965,469.608,238.525,190.3,190.3,78.571,2,9,4,4,445.5,12.8,12.1,47.6,0,0,0,0,0,,,,,,,
HSL,2023,4,332,313,345.148,371.443,670,493.502,1032,885.496,101.469,24,2.96,131.457,23.598,23.598,40.888,193.091,885.495,294.035,233.979,193.091,193.091,83.706,2,9,4,4,442.7,11,10.2,48.3,0,0,0,0,0,,,,,,,
HSL,2023,5,334,366,344.575,478.903,542.099,500.718,903.498,1005.241,170,24,10,150.673,14.4,14.4,67.445,262.005,1005.242,519.924,329.451,262.005,262.005,117.41,2,10,4,6,502.6,9.6,16.9,43.7,0,0,0,0,0,,,,,,,
HSL,2023,6,390,350,417.861,385.911,657.395,450.336,1095.659,853.826,91.693,26,10.84,128.809,14.697,14.697,45.249,203.894,853.826,460.683,249.143,203.894,203.894,87.444,2,10,4,6,426.9,10.1,11.3,34,0,0,0,0,0,,,,,,,
HSL,2023,7,440,348,492.774,404.972,723.854,579.083,1240.688,1007.168,78.52,27,7.647,131.556,13.99,13.99,70.223,204.669,1007.168,525.995,274.891,204.669,204.669,106.494,3,10,4,6,335.7,10.1,17.6,34.1,0,0,0,0,0,,,,,,,
HSL,2023,8,410,282,459.557,350.442,722.993,320.261,1204.988,688.352,72.437,27,5.997,92.236,34.59,34.59,37.892,197.377,688.353,256.392,235.269,197.377,197.377,78.31,3,10,4,4,229.5,11.1,9.5,49.3,0,0,0,0,0,,,,,,,
HSL,2023,9,468,327,482.177,355.622,739.599,491.836,1245.319,868.403,82.482,25,9.435,143.518,23.005,23.005,43.349,157.26,868.404,368.183,200.609,157.26,157.26,64.627,3,10,4,5,289.5,10.5,10.8,31.5,0,0,0,0,0,,,,,,,
HSL,2023,10,443,348,462.231,433.218,727.2,642.403,1212,1104.175,138.399,27,10.215,161.007,20.21,20.21,60.499,209.841,1104.175,609.99,378.749,209.841,209.841,83.276,3,10,4,5,368.1,10.1,15.1,42,0,0,0,0,0,,,,,,,
HSL,2023,11,451,428,470.24,532.01,739.8,658.25,1233,1225.61,174.173,26,21.23,210.864,23.89,23.89,58.189,253.187,1225.61,680.812,568.179,253.187,253.187,94.246,3,9,4,6,408.5,13.7,14.5,42.2,0,0,0,0,0,,,,,,,
HSL,2023,12,478,492,518.575,566.261,763.105,457.868,1307,1063.2,192.732,26,7.617,267.387,43.64,43.64,49.733,236.955,1063.2,440.456,465.153,236.955,236.955,92.326,3,9,4,6,354.4,16.3,12.4,39.5,0,0,0,0,0,,,,,,,
HSL,2024,1,439.9406,508,461.429,602.67,651.564,511.308,1141.711,1155.148,223.959,26,13.03,220.332,30.745,30.745,69.454,310.279,1155.823,557.408,575.423,310.279,310.279,125.242,3,9,4,5,385.3,16,17.4,62.1,0,0,0,0,0,,,,,,,
HSL,2024,2,321.495,349,337.359,368.281,476.143,460.682,834.498,853.465,100.544,19,14.8,122.975,13.477,13.477,69.674,171.856,853.465,455.644,439.934,171.856,171.856,68.51,3,9,4,5,284.5,10.9,17.4,34.4,0,0,0,0,0,,,,,,,
HSL,2024,3,351.9525,433,369.319,451.847,521.252,446.639,913.556,942.799,131.589,26,7.8,200.896,25.81,25.81,43.305,218.349,942.799,359.586,365.844,218.349,218.349,51.969,3,9,4,5,314.3,13.7,10.8,43.7,0,0,0,0,0,,,,,,,
HSL,2024,4,406.099,395,426.137,423.395,601.444,416.988,1054.103,858.194,134.905,24,8.295,177.174,27.415,27.415,52.785,175.537,858.194,306.559,336.05,175.537,175.537,40.651,3,9,4,5,286.1,14,13.2,35.1,0,0,0,0,0,,,,,,,
HSL,2024,5,461.9376,404,484.731,511.3,684.143,841.791,1199.042,1391.509,202.248,26,15.349,157.986,33.16,33.16,86,257.223,1391.509,559.298,754.226,257.223,257.223,57.742,3,8,3,5,463.8,16,28.7,51.4,0,0,0,0,0,,,,,,,
HSL,2024,6,444.1708,408,466.088,471.188,657.829,670.214,1152.924,1171.49,182.082,26,14.583,163.921,27.31,27.31,65.596,229.867,1171.49,477.68,595.973,229.867,229.867,53.174,3,8,3,4,390.5,16.3,21.9,57.5,0,0,0,0,0,,,,,,,
HSL,2024,7,434.0183,454,455.434,496.108,642.793,500.265,1126.572,1022.967,197.798,27,9.103,232.271,19.28,19.28,60.521,201.527,1022.967,405.382,468.666,201.527,201.527,47.083,3,8,3,4,341,15.3,20.2,50.4,0,0,0,0,0,,,,,,,
HSL,2024,8,411.1752,437,431.464,492.614,608.962,502.098,1067.279,1014.342,178.746,27,5.31,146.223,75.651,75.651,64.262,220.797,1014.341,399.927,412.418,220.797,220.797,51.616,3,7,3,4,338.1,26.3,21.4,55.2,0,0,0,0,0,,,,,,,
HSL,2024,9,406.099,435,426.137,478.544,601.444,721.52,1054.103,1223.362,190.832,25,13.072,219.483,34.093,34.093,69.267,165.927,1223.361,691.175,460.34,165.927,165.927,39.147,3,6,3,4,407.8,22,23.1,41.5,0,0,0,0,0,,,,,,,
HSL,2024,10,479.7045,552,503.375,577.708,710.456,578.037,1245.159,1177.531,261.015,27,10.455,274.276,21.79,21.79,66.236,226.736,1177.531,389.573,486.327,226.736,226.736,50.584,2,7,3,4,588.8,19.3,22.1,56.7,0,0,0,0,0,,,,,,,
HSL,2024,11,483.9347,649,507.814,657.883,716.721,601.061,1256.139,1279.061,300.149,26,14.653,330.719,20.08,20.08,64.819,247.729,1279.121,514.006,545.062,247.729,247.729,49.372,2,7,3,4,639.6,20.4,21.6,61.9,0,0,0,0,0,,,,,,,
HSL,2024,12,486.9347,601,510.477,625.28,720.48,662.061,1262.727,1298.799,266.292,26,11.966,250.657,22.64,22.64,59.664,291.811,1298.798,456.097,351.675,291.811,291.811,50.44,2,7,3,4,649.4,23.6,19.9,73,0,0,0,0,0,,,,,,,
HSL,2025,1,528,540,511.753,577.899,561.952,632.101,1102.175,1227.379,225.321,19,7.845,213.531,74.82,74.82,65.47,233.613,1227.379,459.175,410.453,233.613,233.613,39.652,2,8,3,3,613.7,25.4,21.8,77.9,0,0,0,0,386,0.9974,0.9969,0.9977,0.9781,0.9977,0.9973,0.9942
HSL,2025,2,475,476,425.504,396.103,664.794,771.231,1113.969,1182.278,155.607,19,5.885,168.734,35.17,35.17,51.133,150.126,1182.278,477.998,551.224,150.126,150.126,26.84,2,8,3,3,591.1,19.3,17,50,0,0,0,0,316,0.9747,0.9719,0.9725,0.9616,0.9817,0.9664,0.9715
HSL,2025,3,486,545,519.072,505.566,596.775,847.94,1144.724,1392.307,217.263,26,12.155,269.227,20.465,20.465,53.415,189.105,1392.307,550.102,576.197,189.105,189.105,33.329,2,7,2,3,696.2,21.6,26.7,63,0,0,0,0,246,0.9756,0.9812,0.9873,0.9637,1,0.9805,0.9814
HSL,2025,4,442,467,498.204,418.821,680.977,724.285,1206.897,1178.706,145.064,24,14.33,171.134,24.61,24.61,45.074,199.273,1178.705,483.55,545.202,199.273,199.273,33.796,2,7,2,3,589.4,20.9,22.5,66.4,0,0,0,0,146,0.9863,0.9906,0.9751,0.9616,0.9818,0.9808,0.9794
HSL,2025,5,452,489,510.846,427.214,696.613,713.919,1235.878,1152.473,157.652,25,12.65,190.285,34.02,34.02,33.1,168.499,1152.473,300.62,359.656,168.499,168.499,32.449,2,7,2,4,576.2,25.7,16.5,42.1,0,0,0,0,236,0.8729,0.9389,0.9288,0.8576,0.899,0.8284,0.8876
HSL,2025,6,456,480,518.066,545.701,709.208,1021.958,1256.094,1582.504,235.198,25,27.991,217.204,50.175,50.175,54.285,210.892,1582.504,770.686,537.194,210.892,210.892,38.454,3,7,2,4,527.5,28.3,27.1,52.7,0,0,0,0,153,0.8301,0.9516,0.8879,0.9215,0.9641,0.9009,0.9093
HSL,2025,7,497,570,481.262,609.114,788.579,979.371,1296.614,1648.154,259.046,26,7.579,259.21,71.57,71.57,82.347,248.077,1648.154,504.354,802.111,248.077,248.077,40.938,3,7,2,4,549.4,31,41.2,62,0,0,0,0,303,0.9703,1,0.9775,0.9734,1,0.9865,0.9846
HSL,2025,8,493,479,459.007,551.009,777.83,701.859,1262.372,1273.805,220.02,25,15.515,199.25,74.9,74.9,52.951,229.329,1273.805,509.107,558.991,229.329,229.329,43.27,3,7,2,4,424.6,28.7,26.5,57.3,0,0,0,0,178,0.9888,1,0.988,0.9933,1,1,0.995
HSL,2025,9,461,461,423.93,543.618,731.081,719.844,1178.595,1281.4,199.433,25,21.674,180.467,65.56,65.56,58.603,235.252,1279.805,430.313,544.211,235.252,235.252,44.962,3,7,2,4,426.6,27.8,29.1,58.6,0,0,0,0,146,0.9384,1,0.9894,0.9674,1,0.987,0.9804
HSL,2025,10,467,687,476.33,795.799,747.995,907.986,1250.824,1748.078,365.763,27,26.521,309.095,74.487,74.487,89.151,340.837,1748.701,863.788,857.297,340.837,340.837,61.339,3,7,2,5,582.9,34.2,44.7,68.2,0,0,0,0,80,0.95,0.973,0.9799,0.969,0.9956,0.9694,0.9728
HSL,2025,11,519,719,504.369,748.102,808.82,839.546,1341.247,1614.383,319.355,25,13.71,318.806,63.325,63.325,77.126,301.869,1618.09,676.009,779.88,301.869,301.869,54.502,3,7,2,5,539.4,31.9,38.7,60.4,0,0,0,0,125,0.984,1,0.9964,0.9933,0.9975,1,0.9952
HSL,2025,12,573,733,535.808,897.126,890.395,1315.522,1456.011,2244.589,391.168,27,30.483,299.799,84.037,84.037,105.292,409.455,2244.588,1079.284,1221.233,409.455,409.455,75.133,3,7,3,5,748.2,37,35.1,81.9,0,0,0,0,91,0.978,1,1,0.9962,1,1,0.9957
HSL,2026,1,839.1817,693,695.318,831.517,1006.91,1281.806,1736.6,2130.511,391.791,27,17.73,243.952,99.922,99.922,79.067,408.033,2127.811,1027.722,815.551,408.033,408.033,71.549,3,7,3,5,709.3,38.6,26,81.5,734,1539.598,738.798,800.8,132,0.9848,1,0.9943,0.9958,1,0.9886,0.9939
HSL,2026,2,455.4723,514,521.83,532.192,755.677,974.856,1303.302,1530.173,157.66,19,18.175,165.163,69.44,69.44,58.981,243.557,1530.527,729.583,604.314,243.557,243.557,39.571,3,7,3,5,510.2,29.1,19.7,48.7,567,1223.289,542.317,680.971,75,0.9467,1,0.973,0.9878,1,0.9592,0.9778
